,Carbapenem,Cephem,Fluoroquinolone,Folate,Glycopeptide,Lincosamide,Macrolide,Oxazolidinone,Penicilin,Phenicol,Streptogramin,Tetracycline
1313_12611,,S,,R,,,,,,,,
1313_25650,,,,R,,,,,,,,
1313_30031,,,,R,,,S,,S,S,,R
1313_25155,,,,,,,S,,S,S,,R
1313_6419,,S,,,,,R,,,R,,
1313_11149,,S,,R,,,,,,,,
1313_5563,,,,,,,R,,,S,,R
1313_10259,,S,,R,,,,,,,,
1313_12468,,S,,R,,,,,,,,
1313_10747,,S,,R,,,,,,,,
1313_33766,,,,S,,,S,,S,S,,R
1313_30797,,,,S,,,S,,S,S,,S
1313_11627,,S,,R,,,,,,,,
1313_25895,,,,R,,,,,R,,,
1313_30224,,,,,,,R,,S,,,
1313_25915,,,,,,,S,,S,,,R
1313_30202,,,,,,,S,,R,,,
1313_6465,,R,,,,,S,,,,,
1313_12573,,S,,R,,,,,,,,
1313_11643,,S,,R,,,,,,,,
1313_12560,,S,,R,,,,,,,,
1313_12240,,S,,R,,,,,,,,
1313_32386,,,,R,,,,,S,,,
1313_23403,,,,S,,,S,,S,S,,S
1313_30688,,,,R,,,S,,,S,,
1313_10020,,R,,S,,,,,,,,
1313_28007,,,,,,,R,,R,S,,R
1313_10287,,S,,R,,,,,,,,
1313_25914,,,,,,,S,,S,,,S
1313_25496,,,,R,,,,,R,,,
1313_19994,,,,S,,,S,,,S,,S
1313_31625,,,,,,,R,,S,,,
1313_24763,,,,,,,S,,S,S,,R
1313_32817,,,,S,,,S,,S,S,,S
1313_12282,,S,,R,,,,,,,,
1313_5746,,,,,,,R,,R,R,,R
1313_23706,,,,S,,,S,,,S,,S
1313_6289,,S,,,,,R,,,,,
1313_25046,,,,R,,,,,,,,
1313_21699,,,,R,,,S,,R,,,S
1313_10775,,S,,R,,,,,,,,
1313_22675,,,,,,,S,,S,,,
1313_13060,,,,R,,,,,,,,
1313_22627,,,,R,,,S,,S,,,S
1313_10197,,S,,R,,,,,,,,
1313_10914,,S,,R,,,,,,,,
1313_29753,,,,S,,,S,,S,,,S
1313_10465,,S,,R,,,,,,,,
1313_23499,,,,R,,,R,,R,S,,R
1313_47232,,S,S,R,,S,R,,,S,,S
1313_32458,,,,,,,S,,S,S,,R
1313_27043,,,,R,,,S,,S,S,,R
1313_12882,,S,,R,,,,,,,,
1313_31131,,,,R,,,S,,,S,,R
1313_10606,,S,,R,,,,,,,,
1313_20253,,,,S,,,S,,,S,,S
1313_25469,,,,R,,,,,,,,
1313_10342,,S,,R,,,,,,,,
1313_11296,,S,,S,,,,,,,,
1313_12728,,S,,R,,,,,,,,
1313_24681,,,,,,,S,,,S,,R
1313_23134,,,,,,,S,,S,S,,S
1313_31046,,,,R,,,S,,,S,,S
1313_12812,,S,,S,,,,,,,,
1313_11664,,S,,R,,,,,,,,
1313_6181,,S,,,,,S,,,S,,S
1313_10102,,S,,R,,,,,,,,
1313_26883,,,,R,,,S,,S,S,,S
1313_10236,,S,,R,,,,,,,,
1313_24776,,,,,,,S,,S,S,,R
1313_33576,,,,R,,,S,,R,S,,R
1313_32347,,,,S,,,,,,,,
1313_23209,,,,,,,S,,S,,,
1313_13035,,S,,R,,,,,,,,
1313_30529,,,,,,,S,,S,,,
1313_26455,,,,R,,,S,,R,S,,R
1313_12079,,S,,R,,,,,,,,
1313_12743,,S,,R,,,,,,,,
1313_32766,,,,R,,,,,R,,,
1313_31119,,,,R,,,S,,S,S,,R
1313_26419,,,,R,,,,,R,,,
1313_32364,,,,S,,,,,,,,
1313_31008,,,,R,,,R,,S,S,,R
1313_12052,,S,,R,,,,,,,,
1313_32975,,,,,,,S,,S,,,R
1313_32270,,,,S,,,,,S,,,
1313_12321,,S,,R,,,,,,,,
1313_25493,,,,R,,,,,R,,,
1313_24768,,,,,,,S,,R,S,,S
1313_23359,,,,R,,,S,,,S,,
1313_10716,,S,,R,,,,,,,,
1313_25738,,,,R,,,,,S,,,
1313_23208,,,,,,,R,,S,,,
1313_23848,,,,R,,,S,,,S,,S
1313_24739,,,,,,,R,,R,S,,R
1313_11144,,S,,S,,,,,,,,
1313_6375,,S,,,,,R,,,,,
1313_10436,,S,,R,,,,,,,,
1313_23639,,,,R,,,S,,,S,,R
1313_32286,,,,S,,,,,,,,
1313_5816,,S,,,,,S,,,,,S
1313_31277,,,,R,,,S,,,S,,R
1313_23791,,,,R,,,S,,,S,,R
1313_11717,,S,,R,,,,,,,,
1313_46577,,S,S,S,,S,S,,,S,,S
1313_25483,,,,R,,,,,R,,,
1313_26442,,,,S,,,,,,,,
1313_24469,,,,,,,R,,S,,,S
1313_29749,,,,R,,,R,,R,,,R
1313_33251,,,,R,,,,,R,,,R
1313_25019,,,,S,,,,,S,,,
1313_22556,,,,R,,,S,,S,,,R
1313_11550,,S,,R,,,,,,,,
1313_32449,,,,R,,,R,,R,S,,R
1313_10334,,S,,R,,,,,,,,
1313_21040,,,,R,,,R,,R,S,,R
1313_32359,,,,R,,,R,,R,,,R
1313_24198,,,,,,,,,,R,,S
1313_30966,,,,S,,,S,,S,S,,R
1313_46949,,R,S,R,,R,R,,,S,,R
1313_26352,,,,,,,S,,,S,,R
1313_6603,,S,,,,,S,,,,,
1313_33534,,,,S,,,S,,S,S,,S
1313_32414,,,,,,,R,,R,R,,R
1313_34268,,,,,,,,,S,R,,
1313_10068,,S,,R,,,,,,,,
1313_23823,,,,R,,,S,,S,S,,R
1313_6599,,S,,,,,S,,,,,
1313_23643,,,,S,,,S,,,S,,S
1313_22508,,,,R,,,S,,S,S,,S
1313_12723,,S,,R,,,,,,,,
1313_23836,,,,S,,,S,,,S,,S
1313_32574,,,,R,,,,,,,,
1313_11128,,S,,R,,,,,,,,
1313_12157,,S,,R,,,,,,,,
1313_31717,,,,S,,,S,,S,S,,S
1313_10671,,S,,R,,,,,,,,
1313_11157,,S,,R,,,,,,,,
1313_34374,,,,,,,R,,R,S,,
1313_11665,,S,,R,,,,,,,,
1313_24733,,,,,,,S,,S,S,,S
1313_23352,,,,R,,,R,,,,,
1313_26504,,,,S,,,,,,,,
1313_32596,,,,R,,,R,,S,,,
1313_10880,,S,,R,,,,,,,,
1313_17411,S,S,,S,,S,S,,S,,,S
1313_12777,,S,,S,,,,,,,,
1313_23708,,,,R,,,R,,R,S,,R
1313_32893,,,,S,,,,,,,,
1313_11039,,S,,R,,,,,,,,
1313_31983,,,,S,,,S,,S,S,,S
1313_11833,,S,,R,,,,,,,,
1313_30671,,,,R,,,R,,,S,,
1313_33258,,,,R,,,S,,S,,,R
1313_24864,,,,R,,,S,,R,S,,R
1313_34171,,,,R,,,S,,R,S,,S
1313_23169,,,,,,,R,,S,,,
1313_23799,,,,R,,,S,,,S,,S
1313_10517,,S,,R,,,,,,,,
1313_6127,,,,,,,R,,,R,,R
1313_11640,,S,,R,,,,,,,,
1313_10511,,S,,S,,,,,,,,
1313_33429,,,,S,,,S,,S,S,,S
1313_32325,,,,R,,,,,S,,,
1313_22905,,,,,,,R,,S,,,R
1313_46666,,S,S,S,,S,R,,,S,,S
1313_12599,,S,,R,,,,,,,,
1313_20033,,,,,,,S,,R,,,
1313_23382,,,,R,,,S,,S,S,,S
1313_30931,,,,R,,,S,,S,S,,S
1313_31925,,,,,,,S,,S,,,
1313_20694,,,,S,,,S,,,S,,S
760742_3,,S,,,S,,R,,S,S,,S
1313_23370,,,,R,,,S,,,S,,
1313_24827,,,,S,,,S,,S,S,,R
1313_12877,,S,,S,,,,,,,,
1313_12674,,S,,R,,,,,,,,
1313_20925,,,,S,,,S,,,S,,S
1313_24086,,,,S,,,S,,S,S,,S
1313_25890,,,,S,,,,,,,,
1313_12778,,S,,R,,,,,,,,
1313_12706,,S,,R,,,,,,,,
1313_30217,,,,,,,S,,R,,,
1313_13064,,S,,R,,,,,,,,
1313_32888,,,,S,,,,,,,,
1313_25092,,,,R,,,,,S,,,
1313_46609,,S,S,R,,S,S,,,S,,S
1313_22125,,,,R,,,S,,S,,,S
1313_25289,,,,S,,,,,,,,
1313_11312,,S,,R,,,,,,,,
1313_11143,,S,,R,,,,,,,,
1313_11800,,S,,S,,,,,,,,
1313_46957,,S,S,R,,S,R,,,S,,S
1313_10867,,S,,R,,,,,,,,
1313_12864,,S,,R,,,,,,,,
1313_46589,,S,S,S,,S,S,,,S,,S
1313_25847,,,,S,,,S,,S,S,,R
1313_10873,,S,,R,,,,,,,,
1313_20094,,,,R,,,S,,,S,,S
1313_12019,,S,,R,,,,,,,,
1313_23387,,,,S,,,S,,S,S,,S
1313_30546,,,,,,,S,,S,,,
1313_8235,,,,R,,,R,,R,S,,R
1313_30258,,,,R,,,S,,S,S,,R
1313_12188,,S,,R,,,,,,,,
1313_9071,,,,R,,,R,,R,S,,R
1313_27398,,,,R,,,S,,S,S,,R
1313_13857,,S,,,,,,,S,,,
1313_46646,,S,S,S,,S,R,,,S,,S
1313_34319,,,,,,,,,S,R,,
1313_23412,,,,R,,,S,,S,S,,S
1313_30073,,,,R,,,S,,S,,,R
1313_12149,,S,,S,,,,,,,,
1313_23053,,,,S,,,S,,S,S,,S
1313_10086,,S,,R,,,,,,,,
1313_20263,,,,S,,,S,,,S,,S
1313_24095,,,,R,,,S,,,S,,R
1313_23159,,,,,,,S,,S,,,
1313_25878,,,,R,,,,,S,,,
1313_10292,,S,,R,,,,,,,,
1313_12169,,R,,R,,,,,,,,
1313_23109,,,,,,,R,,,S,,R
1313_9372,,,,S,,,S,,S,S,,R
1313_23648,,,,S,,,S,,S,S,,S
1313_6456,,S,,,,,S,,,S,,S
1313_27522,,,,R,,,S,,S,S,,S
1313_11976,,S,,R,,,,,,,,
1313_33936,,,,R,,,S,,S,S,,S
1313_12071,,R,,R,,,,,,,,
1313_11946,,S,,R,,,,,,,,
1313_32520,,,,S,,,S,,S,S,,S
1313_6850,,S,,,,,S,,,,,
1313_10148,,S,,R,,,,,,,,
1313_30234,,,,,,,R,,R,,,
1313_32613,,,,S,,,,,,,,
1313_24755,,,,,,,S,,S,S,,S
1313_22744,,,,,,,R,,S,,,
1313_22706,,,,,,,R,,R,,,
1313_22042,,,,R,,,R,,R,,,R
1313_5542,,R,,,,,S,,,S,,S
1313_26508,,,,S,,,,,,,,
1313_22716,,,,,,,R,,S,,,
1313_13048,,S,,S,,,,,,,,
1313_26051,,,,R,,,,,,,,
1313_29897,,,,S,,,S,,S,S,,
1313_11398,,R,,R,,,,,,,,
1313_26557,,,,R,,,R,,R,S,,R
1313_23131,,,,,,,S,,S,S,,S
1313_9976,,S,,S,,,,,,,,
1313_24767,,,,,,,R,,R,S,,R
1313_5460,,S,,,,,S,,,S,,S
1313_12788,,S,,R,,,,,,,,
1313_30279,,,,S,,,S,,S,S,,R
1313_46935,,S,S,S,,S,S,,,S,,S
1313_25682,,,,S,,,,,,,,
1313_20243,,,,S,,,S,,R,S,,S
1313_33770,,,,R,,,S,,R,,,R
1313_21039,,,,R,,,S,,,S,,S
1313_11797,,S,,R,,,,,,,,
1313_25344,,,,S,,,R,,S,S,,S
1313_11926,,S,,R,,,,,,,,
1313_10129,,S,,R,,,,,,,,
1313_26920,,,,R,,,S,,S,S,,S
1313_20206,,,,S,,,S,,,S,,R
1313_27280,,,,S,,,S,,S,S,,S
1313_32927,,,,,,,S,,S,,,R
1313_11210,,S,,R,,,,,,,,
1313_17374,,,,R,,S,S,,S,,,S
1313_27303,,,,S,,,S,,S,S,,R
1313_22599,,,,R,,,S,,S,S,,S
1313_32591,,,,S,,,,,,,,
1313_20169,,,,R,,,S,,S,S,,S
1313_20453,,,,S,,,S,,R,S,,S
1313_30200,,,,,,,R,,S,,,
1313_31917,,,,,,,S,,R,,,R
1313_12763,,S,,R,,,,,,,,
1313_23141,,,,,,,S,,S,,,
1313_30253,,,,R,,,S,,S,R,,R
1313_29751,,,,S,,,S,,S,,,S
1313_31878,,,,,,,R,,S,,,S
1313_10147,,S,,R,,,,,,,,
1313_9182,,,,S,,,S,,R,S,,S
1313_11083,,S,,S,,,,,,,,
1313_17404,,,,S,,S,S,,S,,,S
1313_20471,,,,S,,,S,,,S,,R
1313_9268,,,,S,,,S,,S,S,,S
1313_46844,,S,S,S,,S,S,,,S,,S
1313_46918,,S,S,S,,S,S,,,S,,S
1313_22913,,,,,,,S,,S,S,,R
1313_9312,,,,R,,,S,,S,S,,S
1313_23377,,,,R,,,R,,R,S,,R
1313_30229,,,,,,,S,,R,,,
1313_26957,,,,R,,,S,,S,S,,S
1313_20051,,,,R,,,S,,,S,,S
1313_27388,,,,R,,,S,,S,S,,S
1313_11949,,S,,R,,,,,,,,
1313_23847,,,,S,,,S,,,S,,S
1313_30509,,,,,,,S,,S,,,
1313_29828,,,,S,,,S,,R,,,S
1313_32223,,,,S,,,S,,S,S,,R
1313_11473,,S,,S,,,,,,,,
1313_10529,,R,,R,,,,,,,,
1313_10138,,S,,R,,,,,,,,
1313_12724,,S,,R,,,,,,,,
1313_20408,,,,R,,,S,,,S,,R
1313_20008,,,,,,,R,,S,,,
1313_20589,,,,R,,,S,,R,S,,S
1313_32919,,,,,,,S,,S,,,R
1313_25507,,,,R,,,,,S,,,
1313_5631,,S,,,,,R,,,,,R
1313_26069,,,,R,,,,,S,,,
1313_10630,,R,,R,,,,,,,,
1313_31510,,,,R,,,S,,,S,,R
1313_23365,,,,R,,,R,,,S,,
1313_12813,,S,,R,,,,,,,,
1313_31802,,,,S,,,S,,S,S,,S
1313_12455,,S,,R,,,,,,,,
1313_22497,,,,R,,,S,,S,S,,
1313_30559,,,,,,,R,,R,,,
1313_30473,,,,,,,S,,S,S,,R
1313_21797,,,,S,,,S,,S,,,S
1313_31919,,,,,,,S,,S,,,S
1313_31586,,,,,,,R,,S,,,
1313_8811,,,,R,,,R,,R,S,,R
1313_32090,,,,,,,S,,R,S,,R
1313_20378,,,,S,,,S,,,S,,S
1313_23167,,,,,,,R,,R,,,
1313_5709,,S,,,,,S,,,,,
1313_12588,,S,,R,,,,,,,,
1313_20529,,,,,,,S,,,S,,S
1313_12396,,S,,S,,,,,,,,
1313_11192,,S,,R,,,,,,,,
1313_8830,,,,S,,,S,,S,S,,S
1313_9346,,,,R,,,R,,R,S,,R
1313_31719,,,,S,,,S,,S,S,,S
1313_25689,,,,R,,,R,,R,R,,R
1313_32916,,,,,,,S,,S,,,S
1313_25068,,,,R,,,,,S,,,
1313_24057,,,,R,,,S,,,R,,R
1313_25485,,,,R,,,,,R,,,
1313_11346,,S,,R,,,,,,,,
1313_24416,,,,,,,S,,S,,,
1313_32419,,,,,,,S,,S,S,,R
1313_10527,,S,,R,,,,,,,,
1313_12409,,S,,S,,,,,,,,
1313_13730,,S,,,,,,,,,,
1313_5824,,R,,,,,S,,,S,,S
1313_31839,,,,,,,S,,S,,,
1313_26340,,,,,,,S,,,S,,R
1313_12520,,S,,S,,,,,,,,
1313_12659,,S,,R,,,,,,,,
1313_12624,,S,,S,,,,,,,,
1313_22713,,,,,,,R,,S,,,
1313_33305,,,,S,,,,,,,,
1313_20641,,,,S,,,S,,R,S,,S
1313_13008,,S,,R,,,,,,,,
1313_12349,,S,,R,,,,,,,,
1313_11769,,R,,R,,,,,,,,
1313_25558,,,,R,,,R,,,,,R
1313_25639,,,,R,,,,,,,,
1313_23153,,,,,,,S,,S,,,
1313_26502,,,,S,,,,,,,,
1313_10116,,S,,R,,,,,,,,
1313_11292,,S,,R,,,,,,,,
1313_12691,,S,,R,,,,,,,,
1313_12827,,S,,R,,,,,,,,
1313_33497,,,,S,,,S,,S,S,,S
1313_10464,,S,,R,,,,,,,,
1313_12398,,S,,R,,,,,,,,
1313_10067,,S,,R,,,,,,,,
1313_23064,,,,S,,,R,,R,S,,S
1313_26727,,,,S,,,S,,S,S,,S
1313_23244,,,,,,,S,,S,,,
1313_32886,,,,R,,,,,S,,,
1313_31215,,,,R,,,S,,,S,,R
1313_26032,,,,S,,,,,,,,
1313_32874,,,,R,,,,,,,,
1313_33853,,,,R,,,R,,S,,,R
1313_24200,,,,,,,S,,,S,,S
1313_25799,,,,S,,,R,,S,S,,S
1313_9349,,,,S,,,S,,S,S,,S
1313_31088,,,,S,,,S,,,S,,S
1313_11865,,S,,R,,,,,,,,
1313_25131,,,,S,,,,,,,,
1313_30064,,,,R,,,S,,S,R,,R
1313_6076,,R,,,,,R,,,,,R
1313_30136,,,,R,,,S,,S,S,,S
1313_32672,,,,R,,,S,,,,,
1313_30027,,,,R,,,S,,S,S,,R
1313_26425,,,,S,,,,,,,,
1313_10159,,S,,R,,,,,,,,
1313_11340,,S,,S,,,,,,,,
1313_22507,,,,R,,,S,,S,S,,S
1313_32429,,,,,,,S,,R,S,,R
1313_10985,,S,,R,,,,,,,,
1313_26903,,,,R,,,S,,S,S,,S
1313_10948,,S,,R,,,,,,,,
1313_12404,,S,,S,,,,,,,,
1313_26927,,,,R,,,S,,R,S,,S
1313_11114,,S,,R,,,,,,,,
1313_11685,,S,,R,,,,,,,,
1313_10185,,S,,R,,,,,,,,
1313_20152,,,,,,,R,,R,,,
1313_25893,,,,R,,,,,S,,,
1313_27095,,,,S,,,,,,,,
1313_12750,,S,,R,,,,,,,,
1313_46764,,S,S,S,,R,R,,,S,,R
1313_12771,,S,,R,,,,,,,,
1313_24850,,,,R,,,R,,R,S,,R
1313_10805,,S,,R,,,,,,,,
1313_9144,,,,S,,,S,,S,S,,S
1313_25919,,,,S,,,S,,S,,,R
1313_23839,,,,R,,,S,,,S,,R
1313_26101,,,,R,,,,,S,,,
1313_31703,,,,R,,,R,,R,R,,R
1313_5696,,S,,,,,,,,S,,R
1313_26058,,,,R,,,R,,S,,,R
1313_25437,,,,R,,,,,S,,,
1313_25920,,,,,,,S,,,,,R
1313_30785,,,,R,,,S,,S,S,,S
1313_17012,S,S,,S,,S,S,,,,,S
1313_20231,,,,R,,,S,,S,S,,S
1313_34184,,,,S,,,R,,S,S,,S
1313_25955,,,,,,,S,,S,,,R
1313_6228,,,,,,,R,,,R,,R
1313_30580,,,,,,,S,,S,,,
1313_10447,,S,,R,,,,,,,,
1313_10381,,S,,R,,,,,,,,
1313_20042,,,,S,,,S,,,S,,S
1313_31808,,,,,,,R,,R,,,
1313_32693,,,,S,,,,,,,,
1313_5838,,,,,,,R,,,R,,R
1313_23181,,,,,,,S,,S,,,
1313_32649,,,,R,,,,,R,,,
1313_6708,,,,,,,R,,,R,,R
1313_23212,,,,,,,S,,S,,,
1313_22605,,,,R,,,S,,S,S,,S
1313_10072,,S,,S,,,,,,,,
1313_11186,,S,,R,,,,,,,,
1313_25161,,,,S,,,,,,,,
1313_30470,,,,,,,S,,S,R,,R
1313_12008,,S,,R,,,,,,,,
1313_25691,,,,R,,,,,,,,
1313_25862,,,,R,,,,,S,,,
1313_11435,,S,,S,,,,,,,,
1313_32369,,,,R,,,,,R,,,R
1313_32884,,,,R,,,S,,S,,,R
1313_10541,,S,,R,,,,,,,,
1313_10629,,S,,R,,,,,,,,
1313_11049,,S,,R,,,,,,,,
1313_11118,,S,,R,,,,,,,,
1313_26428,,,,R,,,,,R,,,
1313_22119,,,,R,,,S,,S,,,S
1313_23745,,,,R,,,R,,,S,,R
1313_12073,,S,,R,,,,,,,,
1313_6183,,S,,,,,S,,,S,,S
1313_12900,,S,,R,,,,,,,,
1313_11374,,S,,R,,,,,,,,
1313_11442,,S,,R,,,,,,,,
1313_17106,S,S,,S,,S,S,,,,,S
1313_12509,,S,,S,,,,,,,,
1313_25113,,,,R,,,,,,,,
1313_11222,,S,,R,,,,,,,,
1313_25181,,,,S,,,,,S,,,
1313_22856,,,,R,,,S,,S,S,,R
1313_25566,,,,S,,,,,,,,
1313_33742,,,,S,,,S,,S,S,,R
1313_26036,,,,R,,,,,R,,,
1313_6354,,,,,,,S,,R,R,,R
1313_6447,,,,,,,R,,,R,,R
1313_10748,,S,,S,,,,,,,,
1313_24544,,,,S,,,S,,S,S,,S
1313_23224,,,,,,,R,,S,,,
1313_33786,,,,R,,,S,,S,S,,R
1313_10188,,S,,R,,,,,,,,
1313_10991,,S,,R,,,,,,,,
1313_30468,,,,,,,S,,R,S,,S
1313_10615,,S,,R,,,,,,,,
1313_13009,,S,,R,,,,,,,,
1313_21068,,,,,,,R,,R,,,
1313_11260,,S,,R,,,,,,,,
1313_33222,,,,,,,S,,S,S,,R
1313_11633,,S,,R,,,,,,,,
1313_8383,,,,S,,,S,,S,S,,S
1313_26424,,,,S,,,,,S,,,
1313_25627,,,,R,,,,,S,,,
1313_25258,,,,,,,S,,S,S,,R
1313_32493,,,,S,,,S,,S,S,,R
1313_11972,,S,,R,,,,,,,,
1313_25964,,,,,,,S,,S,,,R
1313_11959,,S,,S,,,,,,,,
1313_29503,,,,R,,,S,,,,,R
1313_27084,,,,R,,,,,S,,,
1313_26070,,,,S,,,,,,,,
1313_10989,,S,,R,,,,,,,,
1313_10474,,S,,S,,,,,,,,
1313_23197,,,,,,,S,,S,,,
1313_11199,,S,,R,,,,,,,,
1313_10046,,S,,R,,,,,,,,
1313_25166,,,,R,,,,,,,,
1313_13050,,S,,R,,,,,,,,
1313_30319,,,,,,,R,,S,,,S
1313_11619,,S,,R,,,,,,,,
1313_12037,,S,,R,,,,,,,,
1313_10145,,S,,R,,,,,,,,
1313_11765,,S,,R,,,,,,,,
1313_10454,,S,,R,,,,,,,,
1313_11145,,S,,R,,,,,,,,
1313_12947,,S,,R,,,,,,,,
1313_17041,S,S,,S,,S,S,,,,,S
1313_10353,,S,,R,,,,,,,,
1313_11272,,R,,R,,,,,,,,
1313_17348,S,S,,S,,S,S,,S,,,S
1313_24403,,,,,,,R,,S,,,R
1313_24813,,,,R,,,R,,R,S,,R
1313_26092,,,,S,,,,,,,,
1313_24874,,,,R,,,S,,R,S,,R
1313_11130,,S,,R,,,,,,,,
1313_31243,,,,R,,,R,,S,S,,R
1313_10792,,S,,R,,,,,,,,
1313_10803,,S,,R,,,,,,,,
1313_20029,,,,R,,,S,,,S,,S
1313_5520,,S,,,,,S,,,S,,S
1313_10386,,S,,R,,,,,,,,
1313_12783,,S,,R,,,,,,,,
1313_22511,,,,R,,,S,,S,S,,R
1313_32274,,,,R,,,,,S,,,
1313_22979,,,,,,,R,,R,S,,R
1313_6592,,S,,,,,S,,,,,
1313_5969,,S,,,,,S,,,,,
1313_9166,,,,R,,,S,,S,S,,S
1313_11984,,S,,R,,,,,,,,
1313_31650,,,,,,,S,,,S,,R
1313_30731,,,,S,,,S,,S,S,,S
1313_10335,,S,,R,,,,,,,,
1313_25453,,,,R,,,,,S,,,
1313_13838,,S,,,,,,,,,,
1313_46992,,S,S,S,,S,S,,,S,,S
1313_24137,,,,,,,R,,R,,,
1313_31874,,,,,,,R,,S,,,R
1313_25880,,,,R,,,,,R,,,
1313_10477,,S,,R,,,,,,,,
1313_10852,,S,,R,,,,,,,,
1313_31234,,,,S,,,S,,R,S,,S
1313_46591,,S,S,S,,S,R,,,S,,S
1313_6035,,S,,,,,S,,,S,,S
1313_12451,,S,,R,,,,,,,,
1313_25239,,,,,,,S,,R,S,,R
1313_31267,,,,S,,,R,,R,S,,R
1313_26023,,,,R,,,S,,R,R,,R
1313_5528,,S,,,,,S,,,,,
1313_10924,,S,,R,,,,,,,,
1313_20224,,,,S,,,S,,,S,,S
1313_21805,,,,S,,,S,,S,,,S
1313_23233,,,,,,,R,,S,,,
1313_30344,,,,,,,S,,R,R,,R
1313_32333,,,,S,,,,,R,,,
1313_6609,,S,,,,,R,,,,,
1313_6159,,S,,,,,,,,S,,R
1313_12469,,S,,R,,,,,,,,
1313_6457,,S,,,,,S,,,,,
1313_10809,,S,,S,,,,,,,,
1313_31952,,,,R,,,R,,S,S,,S
1313_5727,,S,,,,,S,,,,,S
1313_23133,,,,,,,S,,R,S,,S
1313_11107,,S,,R,,,,,,,,
1313_12344,,S,,R,,,,,,,,
1313_10590,,S,,R,,,,,,,,
1313_5944,,S,,,,,,,,S,,R
1313_32284,,,,S,,,,,,,,
1313_25950,,,,R,,,S,,S,,,R
1313_6548,,S,,,,,S,,,S,,S
1313_13012,,S,,R,,,,,,,,
1313_23362,,,,R,,,S,,,S,,
1313_12904,,S,,R,,,,,,,,
1313_25710,,,,S,,,,,,,,
1313_11938,,S,,S,,,,,,,,
1313_46756,,S,S,R,,S,R,,,S,,S
1313_24773,,,,,,,S,,S,S,,S
1313_11629,,S,,R,,,,,,,,
1313_30177,,,,,,,R,,S,,,
1313_11966,,S,,R,,,,,,,,
1313_6366,,S,,,,,R,,,,,
1313_11319,,S,,R,,,,,,,,
1313_23994,,,,S,,,S,,,S,,R
1313_30091,,,,S,,,S,,S,S,,S
1313_11284,,S,,R,,,,,,,,
1313_11098,,S,,R,,,,,,,,
1313_20184,,,,R,,,S,,,S,,R
1313_10670,,S,,R,,,,,,,,
1313_30999,,,,S,,,R,,,S,,R
1313_26448,,,,R,,,S,,S,S,,R
1313_12687,,S,,R,,,,,,,,
1313_11561,,S,,R,,,,,,,,
1313_11311,,S,,R,,,,,,,,
1313_11105,,S,,R,,,,,,,,
1313_12182,,S,,S,,,,,,,,
1313_10850,,S,,R,,,,,,,,
1313_12637,,S,,R,,,,,,,,
1313_12856,,S,,R,,,,,,,,
1313_32859,,,,S,,,,,,,,
1313_31270,,,,S,,,R,,S,S,,S
1313_11468,,S,,R,,,,,,,,
1313_10109,,S,,R,,,,,,,,
1313_31833,,,,S,,,S,,S,S,,S
1313_34314,,,,,,,,,R,R,,
1313_46996,,S,S,S,,S,S,,,S,,S
1313_12510,,S,,R,,,,,,,,
1313_27384,,,,R,,,S,,S,S,,S
1313_22053,,,,R,,,R,,S,,,R
1313_5740,,S,,,,,R,,,,,R
1313_13845,,S,,,,,,,S,,,
1313_26085,,,,S,,,,,,,,
1313_11068,,S,,R,,,,,,,,
1313_11615,,S,,R,,,,,,,,
1313_20009,,,,S,,,S,,R,S,,S
1313_11768,,S,,R,,,,,,,,
1313_11937,,S,,R,,,,,,,,
1313_11729,,S,,R,,,,,,,,
1313_12229,,R,,R,,,,,,,,
1313_31123,,,,R,,,R,,,R,,R
1313_10916,,S,,S,,,,,,,,
1313_12203,,S,,R,,,,,,,,
1313_8941,,,,S,,,S,,S,R,,S
1313_20182,,,,S,,,S,,,S,,R
1313_24671,,,,,,,S,,,S,,S
1313_10829,,S,,R,,,,,,,,
1313_31288,,,,S,,,S,,,S,,S
1313_11577,,S,,R,,,,,,,,
1313_12505,,R,,R,,,,,,,,
1313_46746,,S,S,R,,S,S,,,S,,S
1313_10246,,R,,R,,,,,,,,
1313_10181,,R,,R,,,,,,,,
1313_11748,,S,,S,,,,,,,,
1313_5973,,S,,,,,S,,,,,
1313_22866,,,,,,,,,S,,,
1313_26576,,,,R,,,R,,R,S,,R
1313_25223,,,,S,,,,,,,,
1313_32365,,,,S,,,,,,,,
1313_31823,,,,S,,,S,,R,S,,S
1313_5776,,S,,,,,R,,,,,S
1313_25030,,,,R,,,,,,,,
1313_9079,,,,R,,,R,,R,S,,R
1313_23774,,,,R,,,S,,,S,,S
1313_32952,,,,,,,S,,S,,,R
1313_30962,,,,S,,,S,,S,S,,S
1313_11851,,S,,R,,,,,,,,
1313_25875,,,,R,,,,,S,,,
1313_10485,,S,,R,,,,,,,,
1313_9993,,S,,S,,,,,,,,
1313_25144,,,,R,,,,,,,,
1313_5433,,S,,,,,S,,,S,,S
1313_11070,,S,,R,,,,,,,,
1313_32260,,,,R,,,,,S,,,
1313_23014,,,,,,,S,,S,S,,S
1313_20036,,,,,,,R,,R,,,
1313_12932,,S,,R,,,,,,,,
1313_24184,,,,,,,S,,,R,,R
1313_11845,,S,,R,,,,,,,,
1313_47100,,S,S,R,,S,R,,,S,,S
1313_13030,,S,,R,,,,,,,,
1313_21560,,,,R,,,,,R,,,
